mode	domain	dim	var	trial_idx	n_tiles	oddball_idx	saved_avg	recomp_avg	len_saved	len_recomp	multiset_match	avg_match	audit_status
var_balanced	glyphs	3	2	37	6	4	20.6	20.6	5	5	1	1	ok
var_balanced	glyphs	3	2	38	6	4	25.4	25.4	5	5	1	1	ok
var_balanced	glyphs	3	2	39	6	6	32.6	32.6	5	5	1	1	ok
var_balanced	glyphs	3	2	40	6	3	4.4	4.4	5	5	1	1	ok
var_balanced	glyphs	3	2	41	6	2	32.6	32.6	5	5	1	1	ok
var_balanced	glyphs	3	2	42	6	2	23.6	23.6	5	5	1	1	ok
var_balanced	glyphs	3	2	43	6	5	16.4	16.4	5	5	1	1	ok
var_balanced	glyphs	3	2	44	6	6	25.4	25.4	5	5	1	1	ok
var_balanced	glyphs	3	2	45	6	3	34.4	34.4	5	5	1	1	ok
var_balanced	glyphs	3	2	46	6	3	4.4	4.4	5	5	1	1	ok
var_balanced	glyphs	3	2	47	6	6	31.4	31.4	5	5	1	1	ok
var_balanced	glyphs	3	2	48	6	6	47.2	47.2	5	5	1	1	ok
var_balanced	glyphs	3	2	49	6	2	16.4	16.4	5	5	1	1	ok
var_balanced	glyphs	3	2	50	6	6	4.4	4.4	5	5	1	1	ok
var_balanced	glyphs	3	2	51	6	4	39.4	39.4	5	5	1	1	ok
var_balanced	glyphs	3	2	52	6	2	46.6	46.6	5	5	1	1	ok
var_balanced	glyphs	3	2	53	6	5	31.4	31.4	5	5	1	1	ok
var_balanced	glyphs	3	2	54	6	2	34.4	34.4	5	5	1	1	ok
var_balanced	glyphs	3	2	55	6	6	32.6	32.6	5	5	1	1	ok
var_balanced	glyphs	3	2	56	6	3	25.4	25.4	5	5	1	1	ok
var_balanced	glyphs	3	2	57	6	4	25.4	25.4	5	5	1	1	ok
var_balanced	glyphs	3	2	58	6	3	31.4	31.4	5	5	1	1	ok
var_balanced	glyphs	3	2	59	6	6	35.0	35.0	5	5	1	1	ok
var_balanced	glyphs	3	2	60	6	6	60.4	60.4	5	5	1	1	ok
var_balanced	glyphs	3	2	61	6	3	25.4	25.4	5	5	1	1	ok
var_balanced	glyphs	3	2	62	6	2	25.4	25.4	5	5	1	1	ok
var_balanced	glyphs	3	3	0	6	6	21.8	21.8	5	5	1	1	ok
var_balanced	glyphs	3	3	1	6	3	56.8	56.8	5	5	1	1	ok
var_balanced	glyphs	3	3	2	6	1	26.6	26.6	5	5	1	1	ok
var_balanced	glyphs	3	3	3	6	1	26.6	26.6	5	5	1	1	ok
var_balanced	glyphs	3	3	4	6	5	53.6	53.6	5	5	1	1	ok
var_balanced	glyphs	3	3	5	6	5	20.0	20.0	5	5	1	1	ok
var_balanced	glyphs	3	3	6	6	2	34.8	34.8	5	5	1	1	ok
var_balanced	glyphs	3	3	7	6	5	44.0	44.0	5	5	1	1	ok
var_balanced	glyphs	3	3	8	6	2	38.6	38.6	5	5	1	1	ok
var_balanced	glyphs	3	3	9	6	6	20.0	20.0	5	5	1	1	ok
var_balanced	glyphs	3	3	10	6	1	24.8	24.8	5	5	1	1	ok
var_balanced	glyphs	3	3	11	6	6	20.0	20.0	5	5	1	1	ok
var_balanced	glyphs	3	3	12	6	6	47.8	47.8	5	5	1	1	ok
var_balanced	glyphs	3	3	13	6	6	36.4	36.4	5	5	1	1	ok
var_balanced	glyphs	3	3	14	6	4	21.8	21.8	5	5	1	1	ok
var_balanced	glyphs	3	3	15	6	6	46.8	46.8	5	5	1	1	ok
var_balanced	glyphs	3	3	16	6	1	33.8	33.8	5	5	1	1	ok
var_balanced	glyphs	3	3	17	6	5	40.2	40.2	5	5	1	1	ok
var_balanced	glyphs	3	3	18	6	2	17.6	17.6	5	5	1	1	ok
var_balanced	glyphs	3	3	19	6	2	49.4	49.4	5	5	1	1	ok
var_balanced	glyphs	3	3	20	6	1	29.0	29.0	5	5	1	1	ok
var_balanced	glyphs	3	3	21	6	6	32.6	32.6	5	5	1	1	ok
var_balanced	glyphs	3	3	22	6	3	27.4	27.4	5	5	1	1	ok
var_balanced	glyphs	3	3	23	6	1	50.0	50.0	5	5	1	1	ok
var_balanced	glyphs	3	3	24	6	1	12.8	12.8	5	5	1	1	ok
var_balanced	glyphs	3	3	25	6	5	47.8	47.8	5	5	1	1	ok
var_balanced	glyphs	3	3	26	6	4	30.8	30.8	5	5	1	1	ok
var_balanced	glyphs	3	3	27	6	5	48.8	48.8	5	5	1	1	ok
var_balanced	glyphs	3	3	28	6	6	17.6	17.6	5	5	1	1	ok
var_balanced	glyphs	3	3	29	6	6	31.4	31.4	5	5	1	1	ok
var_balanced	glyphs	3	3	30	6	2	45.8	45.8	5	5	1	1	ok
var_balanced	glyphs	3	3	31	6	5	42.8	42.8	5	5	1	1	ok
var_balanced	glyphs	3	3	32	6	4	44.6	44.6	5	5	1	1	ok
var_balanced	glyphs	3	3	33	6	3	40.6	40.6	5	5	1	1	ok
var_balanced	glyphs	3	3	34	6	2	56.8	56.8	5	5	1	1	ok
var_balanced	glyphs	3	3	35	6	2	34.4	34.4	5	5	1	1	ok
var_balanced	glyphs	3	3	36	6	6	21.8	21.8	5	5	1	1	ok
var_balanced	glyphs	3	3	37	6	2	29.0	29.0	5	5	1	1	ok
var_balanced	glyphs	3	3	38	6	6	50.0	50.0	5	5	1	1	ok
var_balanced	glyphs	3	3	39	6	1	48.0	48.0	5	5	1	1	ok
var_balanced	glyphs	3	3	40	6	6	26.6	26.6	5	5	1	1	ok
var_balanced	glyphs	3	3	41	6	2	47.6	47.6	5	5	1	1	ok
var_balanced	glyphs	3	3	42	6	3	46.0	46.0	5	5	1	1	ok
var_balanced	glyphs	3	3	43	6	6	53.8	53.8	5	5	1	1	ok
var_balanced	glyphs	3	3	44	6	2	42.8	42.8	5	5	1	1	ok
var_balanced	glyphs	3	3	45	6	3	37.6	37.6	5	5	1	1	ok
var_balanced	glyphs	3	3	46	6	6	24.8	24.8	5	5	1	1	ok
var_balanced	glyphs	3	3	47	6	5	77.8	77.8	5	5	1	1	ok
var_balanced	glyphs	3	3	48	6	5	46.0	46.0	5	5	1	1	ok
var_balanced	glyphs	3	3	49	6	3	47.8	47.8	5	5	1	1	ok
var_balanced	glyphs	3	3	50	6	4	21.8	21.8	5	5	1	1	ok
var_balanced	glyphs	3	3	51	6	1	50.4	50.4	5	5	1	1	ok
var_balanced	glyphs	3	3	52	6	6	61.6	61.6	5	5	1	1	ok
var_balanced	glyphs	3	3	53	6	2	35.6	35.6	5	5	1	1	ok
var_balanced	glyphs	3	3	54	6	3	35.6	35.6	5	5	1	1	ok
var_balanced	glyphs	3	3	55	6	1	39.8	39.8	5	5	1	1	ok
var_balanced	glyphs	3	3	56	6	1	48.0	48.0	5	5	1	1	ok
var_balanced	glyphs	3	3	57	6	1	32.2	32.2	5	5	1	1	ok
var_balanced	glyphs	3	3	58	6	1	44.0	44.0	5	5	1	1	ok
var_balanced	glyphs	3	3	59	6	4	32.0	32.0	5	5	1	1	ok
var_balanced	glyphs	3	3	60	6	1	40.6	40.6	5	5	1	1	ok
var_balanced	glyphs	3	3	61	6	6	26.6	26.6	5	5	1	1	ok
var_balanced	glyphs	3	3	62	6	6	27.8	27.8	5	5	1	1	ok
var_balanced	glyphs	3	4	0	6	1	32.2	32.2	5	5	1	1	ok
var_balanced	glyphs	3	4	1	6	1	39.0	39.0	5	5	1	1	ok
var_balanced	glyphs	3	4	2	6	1	37.8	37.8	5	5	1	1	ok
var_balanced	glyphs	3	4	3	6	5	31.8	31.8	5	5	1	1	ok
var_balanced	glyphs	3	4	4	6	6	39.6	39.6	5	5	1	1	ok
var_balanced	glyphs	3	4	5	6	6	31.8	31.8	5	5	1	1	ok
var_balanced	glyphs	3	4	6	6	5	33.2	33.2	5	5	1	1	ok
var_balanced	glyphs	3	4	7	6	1	74.2	74.2	5	5	1	1	ok
var_balanced	glyphs	3	4	8	6	6	39.8	39.8	5	5	1	1	ok
var_balanced	glyphs	3	4	9	6	5	51.2	51.2	5	5	1	1	ok
var_balanced	glyphs	3	4	10	6	2	45.0	45.0	5	5	1	1	ok
var_balanced	glyphs	3	4	11	6	6	29.0	29.0	5	5	1	1	ok
var_balanced	glyphs	3	4	12	6	2	51.2	51.2	5	5	1	1	ok
var_balanced	glyphs	3	4	13	6	3	28.6	28.6	5	5	1	1	ok
var_balanced	glyphs	3	4	14	6	2	43.0	43.0	5	5	1	1	ok
var_balanced	glyphs	3	4	15	6	5	46.8	46.8	5	5	1	1	ok
var_balanced	glyphs	3	4	16	6	2	44.0	44.0	5	5	1	1	ok
var_balanced	glyphs	3	4	17	6	2	35.0	35.0	5	5	1	1	ok
var_balanced	glyphs	3	4	18	6	4	43.4	43.4	5	5	1	1	ok
var_balanced	glyphs	3	4	19	6	3	33.0	33.0	5	5	1	1	ok
var_balanced	glyphs	3	4	20	6	1	44.0	44.0	5	5	1	1	ok
var_balanced	glyphs	3	4	21	6	4	37.0	37.0	5	5	1	1	ok
var_balanced	glyphs	3	4	22	6	5	47.8	47.8	5	5	1	1	ok
var_balanced	glyphs	3	4	23	6	6	56.0	56.0	5	5	1	1	ok
var_balanced	glyphs	3	4	24	6	4	52.8	52.8	5	5	1	1	ok
var_balanced	glyphs	3	4	25	6	1	40.0	40.0	5	5	1	1	ok
var_balanced	glyphs	3	4	26	6	3	45.6	45.6	5	5	1	1	ok
var_balanced	glyphs	3	4	27	6	5	62.8	62.8	5	5	1	1	ok
var_balanced	glyphs	3	4	28	6	1	49.0	49.0	5	5	1	1	ok
var_balanced	glyphs	3	4	29	6	1	25.2	25.2	5	5	1	1	ok
var_balanced	glyphs	3	4	30	6	5	39.8	39.8	5	5	1	1	ok
var_balanced	glyphs	3	4	31	6	3	31.6	31.6	5	5	1	1	ok
var_balanced	glyphs	3	4	32	6	4	30.8	30.8	5	5	1	1	ok
var_balanced	glyphs	3	4	33	6	5	58.0	58.0	5	5	1	1	ok
var_balanced	glyphs	3	4	34	6	3	58.0	58.0	5	5	1	1	ok
var_balanced	glyphs	3	4	35	6	6	58.0	58.0	5	5	1	1	ok
var_balanced	glyphs	3	4	36	6	3	39.6	39.6	5	5	1	1	ok
var_balanced	glyphs	3	4	37	6	2	41.4	41.4	5	5	1	1	ok
var_balanced	glyphs	3	4	38	6	5	44.0	44.0	5	5	1	1	ok
var_balanced	glyphs	3	4	39	6	2	43.6	43.6	5	5	1	1	ok
var_balanced	glyphs	3	4	40	6	2	38.2	38.2	5	5	1	1	ok
var_balanced	glyphs	3	4	41	6	6	35.0	35.0	5	5	1	1	ok
var_balanced	glyphs	3	4	42	6	4	38.8	38.8	5	5	1	1	ok
var_balanced	glyphs	3	4	43	6	1	39.0	39.0	5	5	1	1	ok
var_balanced	glyphs	3	4	44	6	2	35.0	35.0	5	5	1	1	ok
var_balanced	glyphs	3	4	45	6	4	45.4	45.4	5	5	1	1	ok
var_balanced	glyphs	3	4	46	6	4	27.4	27.4	5	5	1	1	ok
var_balanced	glyphs	3	4	47	6	4	65.2	65.2	5	5	1	1	ok
var_balanced	glyphs	3	4	48	6	2	46.0	46.0	5	5	1	1	ok
var_balanced	glyphs	3	4	49	6	2	41.4	41.4	5	5	1	1	ok
var_balanced	glyphs	3	4	50	6	2	31.6	31.6	5	5	1	1	ok
var_balanced	glyphs	3	4	51	6	5	53.0	53.0	5	5	1	1	ok
var_balanced	glyphs	3	4	52	6	1	62.8	62.8	5	5	1	1	ok
var_balanced	glyphs	3	4	53	6	4	71.0	71.0	5	5	1	1	ok
var_balanced	glyphs	3	4	54	6	1	52.2	52.2	5	5	1	1	ok
var_balanced	glyphs	3	4	55	6	3	47.0	47.0	5	5	1	1	ok
var_balanced	glyphs	3	4	56	6	3	42.2	42.2	5	5	1	1	ok
var_balanced	glyphs	3	4	57	6	5	38.2	38.2	5	5	1	1	ok
var_balanced	glyphs	3	4	58	6	1	46.8	46.8	5	5	1	1	ok
var_balanced	glyphs	3	4	59	6	2	36.0	36.0	5	5	1	1	ok
var_balanced	glyphs	3	4	60	6	1	62.8	62.8	5	5	1	1	ok
var_balanced	glyphs	3	4	61	6	1	49.6	49.6	5	5	1	1	ok
var_balanced	glyphs	3	4	62	6	5	35.4	35.4	5	5	1	1	ok
var_balanced	glyphs	3	4	63	6	4	39.2	39.2	5	5	1	1	ok
var_balanced	glyphs	3	4	64	6	5	39.2	39.2	5	5	1	1	ok
var_balanced	glyphs	3	4	65	6	2	46.6	46.6	5	5	1	1	ok
var_balanced	glyphs	3	4	66	6	6	48.8	48.8	5	5	1	1	ok
var_balanced	glyphs	3	4	67	6	4	28.4	28.4	5	5	1	1	ok
var_balanced	glyphs	3	4	68	6	3	49.0	49.0	5	5	1	1	ok
var_balanced	glyphs	3	4	69	6	6	41.0	41.0	5	5	1	1	ok
var_balanced	glyphs	3	4	70	6	5	34.8	34.8	5	5	1	1	ok
var_balanced	glyphs	3	4	71	6	3	21.2	21.2	5	5	1	1	ok
var_balanced	glyphs	3	4	72	6	4	34.6	34.6	5	5	1	1	ok
var_balanced	glyphs	3	4	73	6	6	40.2	40.2	5	5	1	1	ok
var_balanced	glyphs	3	4	74	6	5	36.6	36.6	5	5	1	1	ok
var_balanced	glyphs	3	4	75	6	6	33.2	33.2	5	5	1	1	ok
var_balanced	glyphs	3	4	76	6	6	50.0	50.0	5	5	1	1	ok
var_balanced	glyphs	3	4	77	6	2	26.4	26.4	5	5	1	1	ok
var_balanced	glyphs	3	4	78	6	1	42.2	42.2	5	5	1	1	ok
var_balanced	glyphs	3	4	79	6	2	36.0	36.0	5	5	1	1	ok
var_balanced	glyphs	3	4	80	6	1	45.0	45.0	5	5	1	1	ok
var_balanced	glyphs	3	4	81	6	2	60.2	60.2	5	5	1	1	ok
var_balanced	glyphs	3	4	82	6	6	44.0	44.0	5	5	1	1	ok
var_balanced	glyphs	3	4	83	6	6	50.0	50.0	5	5	1	1	ok
var_balanced	glyphs	3	4	84	6	1	47.0	47.0	5	5	1	1	ok
var_balanced	glyphs	3	4	85	6	6	45.0	45.0	5	5	1	1	ok
var_balanced	glyphs	3	4	86	6	5	30.2	30.2	5	5	1	1	ok
var_balanced	glyphs	3	4	87	6	2	48.8	48.8	5	5	1	1	ok
var_balanced	glyphs	3	4	88	6	2	27.6	27.6	5	5	1	1	ok
var_balanced	glyphs	3	4	89	6	1	39.8	39.8	5	5	1	1	ok
var_balanced	glyphs	3	4	90	6	1	21.2	21.2	5	5	1	1	ok
var_balanced	glyphs	3	4	91	6	5	35.0	35.0	5	5	1	1	ok
var_balanced	glyphs	3	4	92	6	4	38.0	38.0	5	5	1	1	ok
var_balanced	glyphs	3	4	93	6	6	34.6	34.6	5	5	1	1	ok
var_balanced	glyphs	3	4	94	6	4	52.6	52.6	5	5	1	1	ok
var_balanced	glyphs	3	4	95	6	3	32.4	32.4	5	5	1	1	ok
var_balanced	glyphs	3	4	96	6	2	47.8	47.8	5	5	1	1	ok
var_balanced	glyphs	3	4	97	6	4	30.2	30.2	5	5	1	1	ok
var_balanced	glyphs	3	4	98	6	5	26.0	26.0	5	5	1	1	ok
var_balanced	glyphs	3	4	99	6	5	48.8	48.8	5	5	1	1	ok
var_balanced	glyphs	3	4	100	6	4	43.8	43.8	5	5	1	1	ok
var_balanced	glyphs	3	4	101	6	1	40.4	40.4	5	5	1	1	ok
var_balanced	glyphs	3	4	102	6	1	71.0	71.0	5	5	1	1	ok
var_balanced	glyphs	3	4	103	6	5	35.0	35.0	5	5	1	1	ok
var_balanced	glyphs	3	4	104	6	4	51.0	51.0	5	5	1	1	ok
var_balanced	glyphs	3	4	105	6	3	46.2	46.2	5	5	1	1	ok
var_balanced	glyphs	3	4	106	6	1	38.8	38.8	5	5	1	1	ok
var_balanced	glyphs	3	4	107	6	4	32.0	32.0	5	5	1	1	ok
var_balanced	glyphs	3	4	108	6	4	33.2	33.2	5	5	1	1	ok
var_balanced	glyphs	3	4	109	6	1	44.4	44.4	5	5	1	1	ok
var_balanced	glyphs	3	4	110	6	6	52.2	52.2	5	5	1	1	ok
var_balanced	glyphs	3	4	111	6	3	26.0	26.0	5	5	1	1	ok
var_balanced	glyphs	3	4	112	6	4	21.2	21.2	5	5	1	1	ok
var_balanced	glyphs	3	4	113	6	3	38.2	38.2	5	5	1	1	ok
var_balanced	glyphs	3	4	114	6	1	30.4	30.4	5	5	1	1	ok
var_balanced	glyphs	3	4	115	6	2	62.8	62.8	5	5	1	1	ok
var_balanced	glyphs	3	4	116	6	2	30.2	30.2	5	5	1	1	ok
var_balanced	glyphs	3	4	117	6	1	39.8	39.8	5	5	1	1	ok
var_balanced	glyphs	3	4	118	6	2	51.0	51.0	5	5	1	1	ok
var_balanced	glyphs	3	4	119	6	1	47.4	47.4	5	5	1	1	ok
var_balanced	glyphs	3	4	120	6	2	39.8	39.8	5	5	1	1	ok
var_balanced	glyphs	3	4	121	6	1	48.8	48.8	5	5	1	1	ok
var_balanced	glyphs	3	4	122	6	5	37.6	37.6	5	5	1	1	ok
var_balanced	glyphs	3	4	123	6	3	35.0	35.0	5	5	1	1	ok
var_balanced	glyphs	3	4	124	6	6	32.0	32.0	5	5	1	1	ok
var_balanced	glyphs	3	5	0	6	2	40.4	40.4	5	5	1	1	ok
var_balanced	glyphs	3	5	1	6	3	41.0	41.0	5	5	1	1	ok
var_balanced	glyphs	3	5	2	6	3	60.2	60.2	5	5	1	1	ok
var_balanced	glyphs	3	5	3	6	3	40.0	40.0	5	5	1	1	ok
var_balanced	glyphs	3	5	4	6	6	41.2	41.2	5	5	1	1	ok
var_balanced	glyphs	3	5	5	6	3	35.8	35.8	5	5	1	1	ok
var_balanced	glyphs	3	5	6	6	2	47.4	47.4	5	5	1	1	ok
var_balanced	glyphs	3	5	7	6	6	49.8	49.8	5	5	1	1	ok
var_balanced	glyphs	3	5	8	6	1	34.4	34.4	5	5	1	1	ok
var_balanced	glyphs	3	5	9	6	6	38.6	38.6	5	5	1	1	ok
var_balanced	glyphs	3	5	10	6	3	34.4	34.4	5	5	1	1	ok
var_balanced	glyphs	3	5	11	6	6	56.6	56.6	5	5	1	1	ok
var_balanced	glyphs	3	5	12	6	4	53.0	53.0	5	5	1	1	ok
var_balanced	glyphs	3	5	13	6	6	46.4	46.4	5	5	1	1	ok
var_balanced	glyphs	3	5	14	6	4	53.2	53.2	5	5	1	1	ok
var_balanced	glyphs	3	5	15	6	3	48.2	48.2	5	5	1	1	ok
var_balanced	glyphs	3	5	16	6	5	39.6	39.6	5	5	1	1	ok
var_balanced	glyphs	3	5	17	6	4	46.2	46.2	5	5	1	1	ok
var_balanced	glyphs	3	5	18	6	5	52.4	52.4	5	5	1	1	ok
var_balanced	glyphs	3	5	19	6	4	57.4	57.4	5	5	1	1	ok
var_balanced	glyphs	3	5	20	6	5	66.2	66.2	5	5	1	1	ok
var_balanced	glyphs	3	5	21	6	2	55.2	55.2	5	5	1	1	ok
var_balanced	glyphs	3	5	22	6	3	47.6	47.6	5	5	1	1	ok
var_balanced	glyphs	3	5	23	6	2	57.2	57.2	5	5	1	1	ok
var_balanced	glyphs	3	5	24	6	5	55.4	55.4	5	5	1	1	ok
var_balanced	glyphs	3	5	25	6	1	50.8	50.8	5	5	1	1	ok
var_balanced	glyphs	3	5	26	6	1	52.0	52.0	5	5	1	1	ok
var_balanced	glyphs	3	5	27	6	4	69.0	69.0	5	5	1	1	ok
var_balanced	glyphs	3	5	28	6	6	48.2	48.2	5	5	1	1	ok
var_balanced	glyphs	3	5	29	6	5	34.0	34.0	5	5	1	1	ok
var_balanced	glyphs	3	5	30	6	4	41.4	41.4	5	5	1	1	ok
var_balanced	glyphs	3	5	31	6	6	45.4	45.4	5	5	1	1	ok
var_balanced	glyphs	3	5	32	6	2	42.6	42.6	5	5	1	1	ok
var_balanced	glyphs	3	5	33	6	6	44.2	44.2	5	5	1	1	ok
var_balanced	glyphs	3	5	34	6	2	85.0	85.0	5	5	1	1	ok
var_balanced	glyphs	3	5	35	6	2	68.8	68.8	5	5	1	1	ok
var_balanced	glyphs	3	5	36	6	4	48.6	48.6	5	5	1	1	ok
var_balanced	glyphs	3	5	37	6	4	30.0	30.0	5	5	1	1	ok
var_balanced	glyphs	3	5	38	6	2	66.2	66.2	5	5	1	1	ok
var_balanced	glyphs	3	5	39	6	3	44.4	44.4	5	5	1	1	ok
var_balanced	glyphs	3	5	40	6	2	48.2	48.2	5	5	1	1	ok
var_balanced	glyphs	3	5	41	6	5	40.2	40.2	5	5	1	1	ok
var_balanced	glyphs	3	5	42	6	3	47.6	47.6	5	5	1	1	ok
var_balanced	glyphs	3	5	43	6	1	55.4	55.4	5	5	1	1	ok
var_balanced	glyphs	3	5	44	6	4	52.4	52.4	5	5	1	1	ok
var_balanced	glyphs	3	5	45	6	1	54.2	54.2	5	5	1	1	ok
var_balanced	glyphs	3	5	46	6	5	50.0	50.0	5	5	1	1	ok
var_balanced	glyphs	3	5	47	6	4	80.2	80.2	5	5	1	1	ok
var_balanced	glyphs	3	5	48	6	1	45.8	45.8	5	5	1	1	ok
var_balanced	glyphs	3	5	49	6	1	71.2	71.2	5	5	1	1	ok
var_balanced	glyphs	3	5	50	6	1	45.2	45.2	5	5	1	1	ok
var_balanced	glyphs	3	5	51	6	4	58.4	58.4	5	5	1	1	ok
var_balanced	glyphs	3	5	52	6	1	77.0	77.0	5	5	1	1	ok
var_balanced	glyphs	3	5	53	6	3	72.2	72.2	5	5	1	1	ok
var_balanced	glyphs	3	5	54	6	4	59.2	59.2	5	5	1	1	ok
var_balanced	glyphs	3	5	55	6	3	34.4	34.4	5	5	1	1	ok
var_balanced	glyphs	3	5	56	6	6	51.0	51.0	5	5	1	1	ok
var_balanced	glyphs	3	5	57	6	1	47.6	47.6	5	5	1	1	ok
var_balanced	glyphs	3	5	58	6	1	57.4	57.4	5	5	1	1	ok
var_balanced	glyphs	3	5	59	6	5	61.6	61.6	5	5	1	1	ok
var_balanced	glyphs	3	5	60	6	4	85.0	85.0	5	5	1	1	ok
var_balanced	glyphs	3	5	61	6	5	43.4	43.4	5	5	1	1	ok
var_balanced	glyphs	3	5	62	6	4	61.4	61.4	5	5	1	1	ok
var_balanced	glyphs	3	5	63	6	6	29.6	29.6	5	5	1	1	ok
var_balanced	glyphs	3	5	64	6	3	47.6	47.6	5	5	1	1	ok
var_balanced	glyphs	3	5	65	6	1	58.0	58.0	5	5	1	1	ok
var_balanced	glyphs	3	5	66	6	6	35.6	35.6	5	5	1	1	ok
var_balanced	glyphs	3	5	67	6	5	29.6	29.6	5	5	1	1	ok
var_balanced	glyphs	3	5	68	6	6	71.2	71.2	5	5	1	1	ok
var_balanced	glyphs	3	5	69	6	2	71.2	71.2	5	5	1	1	ok
var_balanced	glyphs	3	5	70	6	5	42.6	42.6	5	5	1	1	ok
var_balanced	glyphs	3	5	71	6	3	34.8	34.8	5	5	1	1	ok
var_balanced	glyphs	3	5	72	6	3	37.4	37.4	5	5	1	1	ok
var_balanced	glyphs	3	5	73	6	4	54.0	54.0	5	5	1	1	ok
var_balanced	glyphs	3	5	74	6	1	45.0	45.0	5	5	1	1	ok
var_balanced	glyphs	3	5	75	6	1	46.2	46.2	5	5	1	1	ok
var_balanced	glyphs	3	5	76	6	6	61.6	61.6	5	5	1	1	ok
var_balanced	glyphs	3	5	77	6	3	38.4	38.4	5	5	1	1	ok
var_balanced	glyphs	3	5	78	6	4	62.6	62.6	5	5	1	1	ok
var_balanced	glyphs	3	5	79	6	4	45.4	45.4	5	5	1	1	ok
var_balanced	glyphs	3	5	80	6	6	47.6	47.6	5	5	1	1	ok
var_balanced	glyphs	3	5	81	6	2	61.4	61.4	5	5	1	1	ok
var_balanced	glyphs	3	5	82	6	2	52.4	52.4	5	5	1	1	ok
var_balanced	glyphs	3	5	83	6	1	67.4	67.4	5	5	1	1	ok
var_balanced	glyphs	3	5	84	6	5	61.6	61.6	5	5	1	1	ok
var_balanced	glyphs	3	5	85	6	2	48.8	48.8	5	5	1	1	ok
var_balanced	glyphs	3	5	86	6	5	57.2	57.2	5	5	1	1	ok
var_balanced	glyphs	3	5	87	6	2	50.6	50.6	5	5	1	1	ok
var_balanced	glyphs	3	5	88	6	6	44.6	44.6	5	5	1	1	ok
var_balanced	glyphs	3	5	89	6	2	52.0	52.0	5	5	1	1	ok
var_balanced	glyphs	3	5	90	6	4	49.8	49.8	5	5	1	1	ok
var_balanced	glyphs	3	5	91	6	4	40.6	40.6	5	5	1	1	ok
var_balanced	glyphs	3	5	92	6	3	36.2	36.2	5	5	1	1	ok
var_balanced	glyphs	3	5	93	6	6	44.6	44.6	5	5	1	1	ok
var_balanced	glyphs	3	5	94	6	3	48.8	48.8	5	5	1	1	ok
var_balanced	glyphs	3	5	95	6	3	43.4	43.4	5	5	1	1	ok
var_balanced	glyphs	3	5	96	6	1	47.6	47.6	5	5	1	1	ok
var_balanced	glyphs	3	5	97	6	6	49.0	49.0	5	5	1	1	ok
var_balanced	glyphs	3	5	98	6	1	34.4	34.4	5	5	1	1	ok
var_balanced	glyphs	3	5	99	6	4	48.6	48.6	5	5	1	1	ok
var_balanced	glyphs	3	5	100	6	4	53.0	53.0	5	5	1	1	ok
var_balanced	glyphs	3	5	101	6	1	42.0	42.0	5	5	1	1	ok
var_balanced	glyphs	3	5	102	6	4	70.4	70.4	5	5	1	1	ok
var_balanced	glyphs	3	5	103	6	2	43.4	43.4	5	5	1	1	ok
var_balanced	glyphs	3	5	104	6	3	49.0	49.0	5	5	1	1	ok
var_balanced	glyphs	3	5	105	6	4	39.2	39.2	5	5	1	1	ok
var_balanced	glyphs	3	5	106	6	6	55.8	55.8	5	5	1	1	ok
var_balanced	glyphs	3	5	107	6	6	49.0	49.0	5	5	1	1	ok
var_balanced	glyphs	3	5	108	6	4	49.8	49.8	5	5	1	1	ok
var_balanced	glyphs	3	5	109	6	4	41.6	41.6	5	5	1	1	ok
var_balanced	glyphs	3	5	110	6	3	48.2	48.2	5	5	1	1	ok
var_balanced	glyphs	3	5	111	6	1	45.8	45.8	5	5	1	1	ok
var_balanced	glyphs	3	5	112	6	2	36.6	36.6	5	5	1	1	ok
var_balanced	glyphs	3	5	113	6	6	44.8	44.8	5	5	1	1	ok
var_balanced	glyphs	3	5	114	6	6	47.6	47.6	5	5	1	1	ok
var_balanced	glyphs	3	5	115	6	6	85.0	85.0	5	5	1	1	ok
var_balanced	glyphs	3	5	116	6	4	38.6	38.6	5	5	1	1	ok
var_balanced	glyphs	3	5	117	6	4	35.4	35.4	5	5	1	1	ok
var_balanced	glyphs	3	5	118	6	6	48.0	48.0	5	5	1	1	ok
var_balanced	glyphs	3	5	119	6	6	56.4	56.4	5	5	1	1	ok
var_balanced	glyphs	3	5	120	6	2	43.4	43.4	5	5	1	1	ok
var_balanced	glyphs	3	5	121	6	4	46.2	46.2	5	5	1	1	ok
var_balanced	glyphs	3	5	122	6	1	52.4	52.4	5	5	1	1	ok
var_balanced	glyphs	3	5	123	6	4	43.8	43.8	5	5	1	1	ok
var_balanced	glyphs	3	5	124	6	4	38.6	38.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	0	6	1	35.0	35.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	1	6	2	4.0	4.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	2	6	2	16.0	16.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	3	6	6	7.0	7.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	4	6	5	6.0	6.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	5	6	5	6.0	6.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	6	6	1	6.0	6.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	7	6	1	35.0	35.0	5	5	1	1	ok
